execution_id,recommendation_id,job_id,action_taken,old_region,new_region,execution_status,mock_ticket_id,mock_pr_url,executed_at,pricing_source
013e97f3,c35c2fd7,az-30NxXE5fewkatQw9nJzh5l15syKbSUOrQgaEYuzkFe4269wE5d0ikUoUj8Ma5Yae,region_shift,us-east-1,us-west-2,success,SUST-1104,https://github.com/org/infra/pull/104,2026-04-30 11:52:40.752220,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
4fd8fc1b,1f507496,az-ew4o0n5yeeOELVBdjGXTCLNti+8igov8sJehoqYN2d7G8XzaZ6UVFHmy5d1Pqm0J,time_shift,eu-west-1,eu-west-1,success,SUST-1385,https://github.com/org/infra/pull/385,2026-04-30 11:52:40.752308,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
726a0897,b2fb8927,az-7JMYyPjZ3dJQTGAXVKtLD3m4wfBWfhBSOgZYmxTULiqH1oXmkFh0mmJd3MM5bWIw,region_shift+time_shift,us-east-1,us-west-2,success,SUST-2805,https://github.com/org/infra/pull/805,2026-04-30 11:52:40.752400,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
03044f04,6dc6b7d7,az-Xu0svUH0tAmdF2qKn1iCS0pyK//QYHE7qrw9DvRlEJvt0NG48jTwnxQWuS8mdAVh,region_shift+time_shift,us-east-1,us-west-2,success,SUST-2019,https://github.com/org/infra/pull/19,2026-04-30 11:52:40.752492,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
3b28e159,0e4b215b,az-JRVy7u9bAH2P1dt7mMIIecF7jdDvdSTIhX1bE5YjVc8Iw/hzeW9QWBPhnueUomNz,region_shift,eu-west-1,eu-north-1,success,SUST-3716,https://github.com/org/infra/pull/716,2026-04-30 11:52:40.752569,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
ece274c5,f56ad789,az-XLOVOdpaFBPuTj6AAPkHOF+6NKmm/Hf5ortcjwNJmHGf03VJjOBVS3Gnfn5aXhBx,time_shift,us-west-2,us-west-2,success,SUST-2703,https://github.com/org/infra/pull/703,2026-04-30 11:52:40.752648,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
797b1adc,fa94eb5a,az-0b8oI7amBZHQGpdVvaO4lmSsX8+lMay3CzNj4PTOZy64rlnXErVN9JU/w9O40Rgy,time_shift,us-west-2,us-west-2,success,SUST-1632,https://github.com/org/infra/pull/632,2026-04-30 11:52:40.752734,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
85d7434b,fe7fa8d2,az-OR3C+htkSJpI3rD9BhFtQ7PcXmfewAz1K7Jis9NVXhAbwyK2v8Zil5Skz3iIQ4NK,time_shift,eu-west-1,eu-west-1,success,SUST-5400,https://github.com/org/infra/pull/400,2026-04-30 11:52:40.752815,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
5dd775d7,11f400a2,az-Fle8fF5UEp0+mdLCQMsW+8KD/1xZnk5ESv/hSiII2ORNdWf3xGrvyG6n9Z3VMtlO,time_shift,us-west-2,us-west-2,success,SUST-0883,https://github.com/org/infra/pull/883,2026-04-30 11:52:40.752927,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
507010ff,a377b845,az-3jAiS0lWfa0hEtsqrk3L9Lqwyc2wslIVzmNgKlzH2CK7ckpGrxQxbnwdwxuV9tb8,time_shift,us-west-2,us-west-2,success,SUST-7090,https://github.com/org/infra/pull/90,2026-04-30 11:52:40.753021,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
cc3baf4b,5c01d853,az-U3PD5eIhp1rVFbEdC231YJ6d91rgA3NW0QHLO5eIxcOUO5+0Zl6Bxoj+pTKADeTY,region_shift+time_shift,us-east-1,us-west-2,success,SUST-8510,https://github.com/org/infra/pull/510,2026-04-30 11:52:40.753103,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
e12a44ec,e1f9e0c4,az-5y98scB2Cg5IH8rRgLCe+rYRd3V+dq0RBZPeQAWLIaBPmYpf/GbYymLA9v/vnytX,region_shift,us-east-1,us-west-2,success,SUST-2402,https://github.com/org/infra/pull/402,2026-04-30 11:52:40.753180,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
82330b1b,a2cf12eb,az-T5Zi+tEM1y06amq9AlnArQapSDA8JUHaRf++C5ts0ONX+6HZ3cI0yQ11V/WUlpct,region_shift+time_shift,us-east-1,us-west-2,success,SUST-7285,https://github.com/org/infra/pull/285,2026-04-30 11:52:40.753756,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
1d5f7073,63c86b1b,az-bpFOjFqWfM6Y5bG9ksgA2ewSCarRVwf6vjyOLPhdAbBrlCM92jGrIj8fBS1lKU7u,time_shift,eu-west-1,eu-west-1,success,SUST-7218,https://github.com/org/infra/pull/218,2026-04-30 11:52:40.753834,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
be8d9ff0,453736e0,az-NEPC7jCt6Y5jKra2EQmP0eQfepoboNrFW0s39cU/NCU2muSN2gzaEYtmoPNx6wBv,region_shift+time_shift,us-east-1,us-west-2,success,SUST-1708,https://github.com/org/infra/pull/708,2026-04-30 11:52:40.753904,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
f815a408,305ace2d,az-gTc+W+RSKeQ85NiQvFA0j/OpqG1KhUeq1fnw3KWFyPPXNyEIltjJf9to5nR9IW2g,time_shift,eu-west-1,eu-west-1,success,SUST-6938,https://github.com/org/infra/pull/938,2026-04-30 11:52:40.753969,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
cd92ef40,7466790c,az-ZIUySMsmni45qXZI6793P3/MeErXeSnirwiXfevkt6vct7UI+EDiHflg/Y9CIE+n,time_shift,us-east-1,us-east-1,success,SUST-7912,https://github.com/org/infra/pull/912,2026-04-30 11:52:40.754033,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
4d486f17,02968e0b,az-VZgEyow8/bZltW43TwrgEbJ2K/KCk/Dav/v2QxsKRSdnYav3WV7vo7aenyZhosEP,time_shift,eu-west-1,eu-west-1,success,SUST-3655,https://github.com/org/infra/pull/655,2026-04-30 11:52:40.754100,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
b76052aa,d093b5f7,az-oC7gtJgPpYSKqWwUuD5flRZAjZhXpnt6Je6YOg9tuEgg91H7SId0SUIFw7L/NBD7,region_shift,us-east-1,us-west-2,success,SUST-0179,https://github.com/org/infra/pull/179,2026-04-30 11:52:40.754160,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
6d3429e0,8804827c,az-QAXccT9vVbIhgia4rvBnuPGFH7ZOJV9WHvE1YGY5G/bsAtxZoxS6x92vyCFu1wAy,time_shift,eu-west-1,eu-west-1,success,SUST-2872,https://github.com/org/infra/pull/872,2026-04-30 11:52:40.754229,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
a2cee25c,b8adc234,az-wbQ/uLzVE78gofylGUbfZpC6BuS04My6V9iLaq5kIjWmiH35xXYlJRGpv+chZEDq,region_shift,us-east-1,us-west-2,success,SUST-8502,https://github.com/org/infra/pull/502,2026-04-30 11:52:40.754288,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
b16932ac,527894fc,az-IiA8J2D12TKM4UuG+09VoLebSxQO/z6yW2aM3jKD3pt4tvEX9+9HieArFVvv6Vnr,time_shift,eu-west-1,eu-west-1,success,SUST-6880,https://github.com/org/infra/pull/880,2026-04-30 11:52:40.754436,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
2b1753ff,1481f5eb,az-TH9HW1b79aNVm7H4qY9QnEnlRaBb+1VSELd0a8Lr6y7V3cJ2JduxVWCbx2XlPur7,time_shift,us-west-2,us-west-2,success,SUST-2256,https://github.com/org/infra/pull/256,2026-04-30 11:52:40.756956,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
e1530094,d618761b,az-eFbmvDlHv1wL+UtgKIvCr2QvRM/D+Q4XK0OoCBqsUHXSxifUplcj7AKjjP5j9/L4,time_shift,us-west-2,us-west-2,success,SUST-7222,https://github.com/org/infra/pull/222,2026-04-30 11:52:40.757218,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
15c948ba,67edcdf1,az-DsfeF1OnM9Nyl1kihMJ/MoREfCFEayB9242LJh+Qmjv4EKLnprDhTnCSjHEIgo/C,region_shift+time_shift,us-east-1,us-west-2,success,SUST-4537,https://github.com/org/infra/pull/537,2026-04-30 11:52:40.757415,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
148d6eb8,08a6d7c6,az-LZIdQUZwwF7MzdTU1ehXLZjVMXkSvE6CxqErc+teUBr0rWSYn3qJ0hE0qkfXXvWa,time_shift,us-west-2,us-west-2,success,SUST-3058,https://github.com/org/infra/pull/58,2026-04-30 11:52:40.757577,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
79dae283,e49aa6d3,az-9mjtXQnJDoNKyjEeJfgZHdcFkWFno45HHnsRW1e+wflrudp4v4yRkI3vjOVYBMes,time_shift,eu-west-1,eu-west-1,success,SUST-0297,https://github.com/org/infra/pull/297,2026-04-30 11:52:40.757766,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
148cfd82,619976dc,az-XmjRW1djRbf8vDH7eWr6ddqkfVrCY8+oMYJPjOkBMEKWH0sPxkADHpwGC6ZuNw9G,region_shift,ap-south-1,us-west-2,success,SUST-5102,https://github.com/org/infra/pull/102,2026-04-30 11:52:40.757948,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
e3cf998d,39256192,az-7QGIeSEF87YsJDcolMNF/t8mWIfsTEWJpeX99FDwfpHIhkyPJfX8yq+u28qZnuXD,time_shift,eu-west-1,eu-west-1,success,SUST-4878,https://github.com/org/infra/pull/878,2026-04-30 11:52:40.758037,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
595afc81,aacf426d,az-WP8m9SHs3Pk0LCfE8CNHP1CtKvyMPXUVu+YfNZvAmeETCIgXKDtGK+WISYiP6z3h,region_shift+time_shift,us-east-1,us-west-2,success,SUST-4682,https://github.com/org/infra/pull/682,2026-04-30 11:52:40.758121,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
04f7cdd1,acc8ba16,az-EGF5vyAV3zdUGLgMbnUr6LFP7/X/hJ3AJZt8c1EQBTAkw3gxe6sMvjRtd6d47tJ1,time_shift,us-west-2,us-west-2,success,SUST-6841,https://github.com/org/infra/pull/841,2026-04-30 11:52:40.758230,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
3d12adc5,d7f4bf7a,az-eFORjRq2cZ9RsS2/HjLpO/7DTLyMXqstVSqMTX9aPLeQhb6J26Jm27jbu3WtVKzn,time_shift,eu-west-1,eu-west-1,success,SUST-3440,https://github.com/org/infra/pull/440,2026-04-30 11:52:40.758301,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
1472bed6,70e2b890,az-Kl9MMGMCvyaiFxnzzaMmn1KIEk9WVkkS0fDj0+tlBBMyx42XDpc6s+S7rJSEhDel,time_shift,us-west-2,us-west-2,success,SUST-0347,https://github.com/org/infra/pull/347,2026-04-30 11:52:40.758367,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
3d4807bd,be5f03f0,az-q1uGwMeYCm+ZNcxGZciucnbQu0cRz0WkEF5QirAjn7fwc5aLpbW4yPIzFuEuFlOM,time_shift,eu-west-1,eu-west-1,success,SUST-6361,https://github.com/org/infra/pull/361,2026-04-30 11:52:40.758431,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
c6e20320,922ffe38,az-Xg5yzpEluU7uvqui6QxgnZSoL5zzt8ahBWez/40Z81fDZYCIxhSJCJpzFWN3x/dS,time_shift,eu-west-1,eu-west-1,success,SUST-4326,https://github.com/org/infra/pull/326,2026-04-30 11:52:40.758502,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
211a7ab5,5c0745a8,az-bCzAGv3XfMjpshQHT9PK9TV88eBNc1skBjivPMQ7usXgpcpPhm8q/OIroQSitb01,region_shift+time_shift,us-east-1,us-west-2,success,SUST-1078,https://github.com/org/infra/pull/78,2026-04-30 11:52:40.758567,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
29774a4b,87365df0,az-TGj9UBJd+obe4TRTsnJqFXtmYbGK6Y2emobRS8t04B/YdPVfRHIIwfK+G+GfCOH4,region_shift+time_shift,ap-south-1,us-west-2,success,SUST-6812,https://github.com/org/infra/pull/812,2026-04-30 11:52:40.758631,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
b03ae963,48c78b73,az-+toSrSeKruYjYTBF83SmOo9fWnnKXkLLBJIln9VEPQr/g8EimBFc1FNooZHSbHfg,time_shift,us-west-2,us-west-2,success,SUST-7373,https://github.com/org/infra/pull/373,2026-04-30 11:52:40.758693,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
fc3adc30,8cd06e5e,az-usa3Wh8LdMIWsSILDzNoBMHqwE5MFOw3yu3+h2zwL10w3fo91O8V7yf2lh2HicbZ,time_shift,eu-west-1,eu-west-1,success,SUST-3433,https://github.com/org/infra/pull/433,2026-04-30 11:52:40.758754,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
4341202d,26f0fc40,az-E/cenP+QZw1TxbSD84fCTvS5oG6il3DJ4zalJsuEgeGPKKpKQCOZ0vfxG4RZJw+F,time_shift,us-west-2,us-west-2,success,SUST-2895,https://github.com/org/infra/pull/895,2026-04-30 11:52:40.758816,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
d2db440e,001ba7c3,az-cp66cm0teDruDdpnV5MRl5xmGcfeEUjwZD0PUX2MvtGEi3Kzh9mn3vl8ibMCO0I4,time_shift,eu-west-1,eu-west-1,success,SUST-8279,https://github.com/org/infra/pull/279,2026-04-30 11:52:40.758884,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
d7f52d09,78f6a958,az-FnQmDJXuIhz+hJkyL9gEltbW8v7AK+hpOEYlPuXIzJMIM28K7kwS7/NP+2oACtWn,time_shift,eu-west-1,eu-west-1,success,SUST-1245,https://github.com/org/infra/pull/245,2026-04-30 11:52:40.758947,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
047dc3ef,dffbc065,az-41GCpVulXUtyt0m+5oJPBgRcdGJlg5ZOBipZpGt+DVr4d55ZAZMIH3CZuuSt3H+g,region_shift+time_shift,us-east-1,us-west-2,success,SUST-1639,https://github.com/org/infra/pull/639,2026-04-30 11:52:40.759010,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
1f39dbf2,ba71f3d4,az-eE+YKq6Oxj9+kMFFUY1GNFfGLXcZx7ey1tghwr7WelSuII4wzbA3ncZhVLAQkDoK,time_shift,eu-west-1,eu-west-1,success,SUST-5200,https://github.com/org/infra/pull/200,2026-04-30 11:52:40.759078,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
38d8cadf,f26abcad,az-koKcxm6Ju8s7Qx1CL2FtdJH1s9uXc8hdl4lSnvRzF/8PH1dcXrWq+tHQI1TD7XqC,time_shift,eu-west-1,eu-west-1,success,SUST-6321,https://github.com/org/infra/pull/321,2026-04-30 11:52:40.759139,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
0123274b,bd589894,az-EQ3x4aNnnQpBK7lCXMFtZ4syFaKoFMlnKZLnWP0kixrMtniYoRKhqMKBwF7AEG5j,time_shift,eu-west-1,eu-west-1,success,SUST-4310,https://github.com/org/infra/pull/310,2026-04-30 11:52:40.759206,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
9189e87e,fbe23b72,az-p8yeYO+X0u0GCa1igrii1Z2vDEQsYX7TG+5RMEZZaAzOyuVaFDS7rY3IsMBPvuHw,time_shift,us-west-2,us-west-2,success,SUST-8526,https://github.com/org/infra/pull/526,2026-04-30 11:52:40.759275,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
1ab0fc06,0da0517b,az-eoN9NV+5DWYWYuwNc99fQUbne9rb41EPEEjWfhwRmRpN/ZhKAVApDlnfXyWOatxC,time_shift,eu-west-1,eu-west-1,success,SUST-5946,https://github.com/org/infra/pull/946,2026-04-30 11:52:40.759341,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
cd2018c5,b57b1eb7,az-LLt4BQVfcmc025qKSPbprSR7UvvFIfaBV6A2jeN5LFDxJcRZ/+RhK/TW/wE81IdL,time_shift,eu-west-1,eu-west-1,success,SUST-1244,https://github.com/org/infra/pull/244,2026-04-30 11:52:40.759409,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
fed3c6d4,3bf76aab,az-OkEDRNfyrVJsMEDOTxHsRj2En11aIh1PS40HXeV+C5utv/vjwfznqKnquj67PgOO,time_shift,eu-west-1,eu-west-1,success,SUST-3821,https://github.com/org/infra/pull/821,2026-04-30 11:52:40.759472,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
9543296a,949b80c3,az-BV+HXSixAaOnJC/7+CZo5giPTBRxT26qiGZhv9JDDR9inlnGWOlSDf2AUGMB5wtV,region_shift+time_shift,eu-west-1,eu-north-1,success,SUST-3072,https://github.com/org/infra/pull/72,2026-04-30 11:52:40.759538,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
c05647e7,9648cccc,az-bBqYzkX6FcAnTluS9TqFdVHycnAwm+3SvaZvWWMNstEDYjsBm94sDG7gifrnP+8+,time_shift,us-west-2,us-west-2,success,SUST-1858,https://github.com/org/infra/pull/858,2026-04-30 11:52:40.759600,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
27d16f11,fcac2205,az-P/R9NZxjPHGPM5bchty1/XzcQmz4Xfr16sAdXnWQ1p5BYPB1i+GTXVCt12p/i+Af,time_shift,eu-west-1,eu-west-1,success,SUST-3524,https://github.com/org/infra/pull/524,2026-04-30 11:52:40.759672,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
9696f7de,7b57fcbf,az-PAvGJS3Syde9rRWGB1dCCWAkqcTrb8Dmhc8d3bNxb9QT0V1i5y/vFaez8yHjiC0g,time_shift,us-east-1,us-east-1,success,SUST-5403,https://github.com/org/infra/pull/403,2026-04-30 11:52:40.759739,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
f11f5972,9e6ac79e,az-8ohyPwNstyxopQ6o3VB7gl3LyzpLS8dvh8ROuiJjOyLPklpvns0U2PeoSg3s9uru,time_shift,eu-west-1,eu-west-1,success,SUST-9207,https://github.com/org/infra/pull/207,2026-04-30 11:52:40.759807,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
