recommendation_id,job_id,action_type,current_region,proposed_region,current_time,proposed_time,est_carbon_delta_kg,est_cost_delta_usd,confidence,rationale,status,risk_level,pricing_source
a7dc770c,az-wUbbPYABsY2UyaGey8BYdCliDun/FP0tGP5eWRRgrrgVTfZdq5g4OkzQS+bA1MTJ,time_shift,eu-west-1,eu-west-1,2025-01-03 02:55:02.431118,2025-01-03 06:55:02.431118,-0.000483,0.0,0.875,[fallback] time_shift: estimated 0.5 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
facae71b,az-3XFpwJQvGXXFGRP12ftkdFBR9K3LuZ/klB2zxnrtsQ7uTjDTDs1s8mSlZp8muXb9,region_shift,ap-south-1,us-west-2,2025-01-05 07:30:26.256078,2025-01-05 07:30:26.256078,-0.181956,0.1299,0.95,[fallback] region_shift: estimated 182.0 gCO2e reduction at $0.1299 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
8aba2010,az-c8Xnn1R4SePW9L6szWhdwXTmKKfU7DDo49TR8lEE87J3O5Ynk/YdP57U34SBS+GU,time_shift,eu-west-1,eu-west-1,2025-01-03 18:21:35.299838,2025-01-03 22:21:35.299838,-0.027593,0.0,0.688,[fallback] time_shift: estimated 27.6 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
d588155c,az-BsDdOD8kf31obDEyI2puGv4Yt1tRXLLuuANWw2kajKDy7qVHfNvDQ0O2kKKG91hi,time_shift,eu-west-1,eu-west-1,2025-01-03 17:01:04.181524,2025-01-03 21:01:04.181524,-0.000169,0.0,0.648,[fallback] time_shift: estimated 0.2 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
1a140612,az-hHjOSQe4vZ+fJ3xheCf3ibJZqTJ3nORiOU+KMEcuJJNWqTTO9dTqzzTTY51dB62R,time_shift,eu-west-1,eu-west-1,2025-01-01 00:00:00.000000,2025-01-01 04:00:00.000000,-0.04751,0.0,0.851,[fallback] time_shift: estimated 47.5 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
577959e5,az-uGXa9PJ2VOgQ5AG3g7fyOHt+eiyMSa8E/DjypuftkvKWpFZSLklsomGGafR2gD/N,region_shift,us-east-1,us-west-2,2025-01-05 23:00:29.173420,2025-01-05 23:00:29.173420,-0.013862,0.02,0.95,[fallback] region_shift: estimated 13.9 gCO2e reduction at $0.0200 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
5454c1ae,az-cEAUwxVKC7HFTddTQpHpThaFa5I6HpJW+hoFxPzgz36ckXtRCugct0G2qrKbjm1q,time_shift,us-west-2,us-west-2,2025-01-06 17:48:54.846029,2025-01-06 21:48:54.846029,-4e-05,0.0,0.884,[fallback] time_shift: estimated 0.0 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
14c4c1c8,az-30NxXE5fewkatQw9nJzh5l15syKbSUOrQgaEYuzkFe4269wE5d0ikUoUj8Ma5Yae,region_shift,us-east-1,us-west-2,2025-01-04 05:32:34.619125,2025-01-04 05:32:34.619125,-0.007625,0.02,0.95,[fallback] region_shift: estimated 7.6 gCO2e reduction at $0.0200 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
a424363c,az-ew4o0n5yeeOELVBdjGXTCLNti+8igov8sJehoqYN2d7G8XzaZ6UVFHmy5d1Pqm0J,time_shift,eu-west-1,eu-west-1,2025-01-01 00:00:00.000000,2025-01-01 04:00:00.000000,-0.309724,0.0,0.851,[fallback] time_shift: estimated 309.7 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
d8cc643a,az-7JMYyPjZ3dJQTGAXVKtLD3m4wfBWfhBSOgZYmxTULiqH1oXmkFh0mmJd3MM5bWIw,region_shift+time_shift,us-east-1,us-west-2,2025-01-01 00:00:00.000000,2025-01-01 16:00:00.000000,-0.414123,1.0,0.95,[fallback] region_shift+time_shift: estimated 414.1 gCO2e reduction at $1.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
df32ee3f,az-Xu0svUH0tAmdF2qKn1iCS0pyK//QYHE7qrw9DvRlEJvt0NG48jTwnxQWuS8mdAVh,region_shift+time_shift,us-east-1,us-west-2,2025-01-01 00:00:00.000000,2025-01-01 16:00:00.000000,-0.697989,1.0,0.95,[fallback] region_shift+time_shift: estimated 698.0 gCO2e reduction at $1.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
f1890ffa,az-JRVy7u9bAH2P1dt7mMIIecF7jdDvdSTIhX1bE5YjVc8Iw/hzeW9QWBPhnueUomNz,region_shift,eu-west-1,eu-north-1,2025-01-05 15:33:32.965964,2025-01-05 15:33:32.965964,-0.007645,0.0092,0.95,[fallback] region_shift: estimated 7.6 gCO2e reduction at $0.0092 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
180b7c7f,az-XLOVOdpaFBPuTj6AAPkHOF+6NKmm/Hf5ortcjwNJmHGf03VJjOBVS3Gnfn5aXhBx,time_shift,us-west-2,us-west-2,2025-01-02 13:47:21.491086,2025-01-02 17:47:21.491086,-0.000204,0.0,0.893,[fallback] time_shift: estimated 0.2 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
cbf73730,az-0b8oI7amBZHQGpdVvaO4lmSsX8+lMay3CzNj4PTOZy64rlnXErVN9JU/w9O40Rgy,time_shift,us-west-2,us-west-2,2025-01-07 17:43:04.764992,2025-01-07 21:43:04.764992,-0.001817,0.0,0.891,[fallback] time_shift: estimated 1.8 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
4c34789f,az-OR3C+htkSJpI3rD9BhFtQ7PcXmfewAz1K7Jis9NVXhAbwyK2v8Zil5Skz3iIQ4NK,time_shift,eu-west-1,eu-west-1,2025-01-03 23:02:49.205835,2025-01-04 03:02:49.205835,-0.000436,0.0,0.875,[fallback] time_shift: estimated 0.4 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
758c9b46,az-Fle8fF5UEp0+mdLCQMsW+8KD/1xZnk5ESv/hSiII2ORNdWf3xGrvyG6n9Z3VMtlO,time_shift,us-west-2,us-west-2,2025-01-05 16:59:54.165316,2025-01-05 20:59:54.165316,-0.000986,0.0,0.891,[fallback] time_shift: estimated 1.0 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
7086ef42,az-3jAiS0lWfa0hEtsqrk3L9Lqwyc2wslIVzmNgKlzH2CK7ckpGrxQxbnwdwxuV9tb8,time_shift,us-west-2,us-west-2,2025-01-02 14:50:22.366288,2025-01-02 18:50:22.366288,-1.9e-05,0.0,0.87,[fallback] time_shift: estimated 0.0 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
1d70f2ce,az-U3PD5eIhp1rVFbEdC231YJ6d91rgA3NW0QHLO5eIxcOUO5+0Zl6Bxoj+pTKADeTY,region_shift+time_shift,us-east-1,us-west-2,2025-01-05 18:18:05.251216,2025-01-05 22:18:05.251216,-0.008028,0.02,0.95,[fallback] region_shift+time_shift: estimated 8.0 gCO2e reduction at $0.0200 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
81519e30,az-5y98scB2Cg5IH8rRgLCe+rYRd3V+dq0RBZPeQAWLIaBPmYpf/GbYymLA9v/vnytX,region_shift,us-east-1,us-west-2,2025-01-03 04:51:44.051864,2025-01-03 04:51:44.051864,-0.023692,0.02,0.95,[fallback] region_shift: estimated 23.7 gCO2e reduction at $0.0200 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
3d28e363,az-T5Zi+tEM1y06amq9AlnArQapSDA8JUHaRf++C5ts0ONX+6HZ3cI0yQ11V/WUlpct,region_shift+time_shift,us-east-1,us-west-2,2025-01-01 00:00:00.000000,2025-01-01 16:00:00.000000,-0.697989,1.0,0.95,[fallback] region_shift+time_shift: estimated 698.0 gCO2e reduction at $1.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
1d49583e,az-bpFOjFqWfM6Y5bG9ksgA2ewSCarRVwf6vjyOLPhdAbBrlCM92jGrIj8fBS1lKU7u,time_shift,eu-west-1,eu-west-1,2025-01-07 00:51:20.713128,2025-01-07 04:51:20.713128,-0.000387,0.0,0.728,[fallback] time_shift: estimated 0.4 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
a5714001,az-NEPC7jCt6Y5jKra2EQmP0eQfepoboNrFW0s39cU/NCU2muSN2gzaEYtmoPNx6wBv,region_shift+time_shift,us-east-1,us-west-2,2025-01-01 11:10:59.319287,2025-01-01 15:10:59.319287,-0.00543,0.02,0.95,[fallback] region_shift+time_shift: estimated 5.4 gCO2e reduction at $0.0200 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
333f37c8,az-gTc+W+RSKeQ85NiQvFA0j/OpqG1KhUeq1fnw3KWFyPPXNyEIltjJf9to5nR9IW2g,time_shift,eu-west-1,eu-west-1,2025-01-07 03:51:03.209076,2025-01-07 07:51:03.209076,-2.9e-05,0.0,0.652,[fallback] time_shift: estimated 0.0 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
28ca53c0,az-ZIUySMsmni45qXZI6793P3/MeErXeSnirwiXfevkt6vct7UI+EDiHflg/Y9CIE+n,time_shift,us-east-1,us-east-1,2025-01-07 20:25:17.017828,2025-01-08 00:25:17.017828,-0.000182,0.0,0.663,[fallback] time_shift: estimated 0.2 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
57edb828,az-VZgEyow8/bZltW43TwrgEbJ2K/KCk/Dav/v2QxsKRSdnYav3WV7vo7aenyZhosEP,time_shift,eu-west-1,eu-west-1,2025-01-05 02:46:52.317666,2025-01-05 06:46:52.317666,-0.028172,0.0,0.773,[fallback] time_shift: estimated 28.2 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
de650aca,az-oC7gtJgPpYSKqWwUuD5flRZAjZhXpnt6Je6YOg9tuEgg91H7SId0SUIFw7L/NBD7,region_shift,us-east-1,us-west-2,2025-01-04 09:55:08.265802,2025-01-04 09:55:08.265802,-0.013275,0.02,0.95,[fallback] region_shift: estimated 13.3 gCO2e reduction at $0.0200 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
499545bb,az-QAXccT9vVbIhgia4rvBnuPGFH7ZOJV9WHvE1YGY5G/bsAtxZoxS6x92vyCFu1wAy,time_shift,eu-west-1,eu-west-1,2025-01-07 02:10:41.815235,2025-01-07 06:10:41.815235,-6e-05,0.0,0.744,[fallback] time_shift: estimated 0.1 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
485b6d97,az-wbQ/uLzVE78gofylGUbfZpC6BuS04My6V9iLaq5kIjWmiH35xXYlJRGpv+chZEDq,region_shift,us-east-1,us-west-2,2025-01-04 09:14:17.698541,2025-01-04 09:14:17.698541,-0.005738,0.02,0.95,[fallback] region_shift: estimated 5.7 gCO2e reduction at $0.0200 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
1f3e9956,az-IiA8J2D12TKM4UuG+09VoLebSxQO/z6yW2aM3jKD3pt4tvEX9+9HieArFVvv6Vnr,time_shift,eu-west-1,eu-west-1,2025-01-01 19:28:06.223663,2025-01-01 23:28:06.223663,-3.2e-05,0.0,0.689,[fallback] time_shift: estimated 0.0 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
1edde273,az-TH9HW1b79aNVm7H4qY9QnEnlRaBb+1VSELd0a8Lr6y7V3cJ2JduxVWCbx2XlPur7,time_shift,us-west-2,us-west-2,2025-01-06 17:03:24.213938,2025-01-06 21:03:24.213938,-3.4e-05,0.0,0.892,[fallback] time_shift: estimated 0.0 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
44a6089b,az-eFbmvDlHv1wL+UtgKIvCr2QvRM/D+Q4XK0OoCBqsUHXSxifUplcj7AKjjP5j9/L4,time_shift,us-west-2,us-west-2,2025-01-03 12:53:40.745543,2025-01-03 16:53:40.745543,-4.8e-05,0.0,0.85,[fallback] time_shift: estimated 0.0 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
d1ed3a0a,az-DsfeF1OnM9Nyl1kihMJ/MoREfCFEayB9242LJh+Qmjv4EKLnprDhTnCSjHEIgo/C,region_shift+time_shift,us-east-1,us-west-2,2025-01-02 12:44:20.615883,2025-01-02 16:44:20.615883,-0.005921,0.02,0.95,[fallback] region_shift+time_shift: estimated 5.9 gCO2e reduction at $0.0200 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
ba3ed6fc,az-LZIdQUZwwF7MzdTU1ehXLZjVMXkSvE6CxqErc+teUBr0rWSYn3qJ0hE0qkfXXvWa,time_shift,us-west-2,us-west-2,2025-01-04 14:11:51.831442,2025-01-04 18:11:51.831442,-3.4e-05,0.0,0.893,[fallback] time_shift: estimated 0.0 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
4042d138,az-9mjtXQnJDoNKyjEeJfgZHdcFkWFno45HHnsRW1e+wflrudp4v4yRkI3vjOVYBMes,time_shift,eu-west-1,eu-west-1,2025-01-02 00:49:00.680713,2025-01-02 04:49:00.680713,-3.7e-05,0.0,0.714,[fallback] time_shift: estimated 0.0 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
baeee9a5,az-XmjRW1djRbf8vDH7eWr6ddqkfVrCY8+oMYJPjOkBMEKWH0sPxkADHpwGC6ZuNw9G,region_shift,ap-south-1,us-west-2,2025-01-05 01:54:21.588331,2025-01-05 01:54:21.588331,-0.146511,0.1248,0.95,[fallback] region_shift: estimated 146.5 gCO2e reduction at $0.1248 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
5d3da3e8,az-7QGIeSEF87YsJDcolMNF/t8mWIfsTEWJpeX99FDwfpHIhkyPJfX8yq+u28qZnuXD,time_shift,eu-west-1,eu-west-1,2025-01-01 00:00:00.000000,2025-01-01 04:00:00.000000,-0.309724,0.0,0.851,[fallback] time_shift: estimated 309.7 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
e9c26f30,az-WP8m9SHs3Pk0LCfE8CNHP1CtKvyMPXUVu+YfNZvAmeETCIgXKDtGK+WISYiP6z3h,region_shift+time_shift,us-east-1,us-west-2,2025-01-01 00:00:00.000000,2025-01-01 16:00:00.000000,-0.697989,1.0,0.95,[fallback] region_shift+time_shift: estimated 698.0 gCO2e reduction at $1.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
4903179a,az-EGF5vyAV3zdUGLgMbnUr6LFP7/X/hJ3AJZt8c1EQBTAkw3gxe6sMvjRtd6d47tJ1,time_shift,us-west-2,us-west-2,2025-01-03 14:06:01.750405,2025-01-03 18:06:01.750405,-0.000204,0.0,0.893,[fallback] time_shift: estimated 0.2 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
c3c127c4,az-eFORjRq2cZ9RsS2/HjLpO/7DTLyMXqstVSqMTX9aPLeQhb6J26Jm27jbu3WtVKzn,time_shift,eu-west-1,eu-west-1,2025-01-06 17:11:34.327391,2025-01-06 21:11:34.327391,-7.9e-05,0.0,0.691,[fallback] time_shift: estimated 0.1 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
863161ef,az-Kl9MMGMCvyaiFxnzzaMmn1KIEk9WVkkS0fDj0+tlBBMyx42XDpc6s+S7rJSEhDel,time_shift,us-west-2,us-west-2,2025-01-02 14:07:11.766613,2025-01-02 18:07:11.766613,-5.7e-05,0.0,0.877,[fallback] time_shift: estimated 0.1 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
12808c46,az-q1uGwMeYCm+ZNcxGZciucnbQu0cRz0WkEF5QirAjn7fwc5aLpbW4yPIzFuEuFlOM,time_shift,eu-west-1,eu-west-1,2025-01-01 00:00:00.000000,2025-01-01 04:00:00.000000,-0.076229,0.0,0.851,[fallback] time_shift: estimated 76.2 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
3de39f8e,az-Xg5yzpEluU7uvqui6QxgnZSoL5zzt8ahBWez/40Z81fDZYCIxhSJCJpzFWN3x/dS,time_shift,eu-west-1,eu-west-1,2025-01-07 03:31:12.933549,2025-01-07 07:31:12.933549,-8.5e-05,0.0,0.651,[fallback] time_shift: estimated 0.1 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
f323690f,az-bCzAGv3XfMjpshQHT9PK9TV88eBNc1skBjivPMQ7usXgpcpPhm8q/OIroQSitb01,region_shift+time_shift,us-east-1,us-west-2,2025-01-04 15:52:13.225284,2025-01-04 19:52:13.225284,-0.008058,0.02,0.95,[fallback] region_shift+time_shift: estimated 8.1 gCO2e reduction at $0.0200 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
c69f5942,az-TGj9UBJd+obe4TRTsnJqFXtmYbGK6Y2emobRS8t04B/YdPVfRHIIwfK+G+GfCOH4,region_shift+time_shift,ap-south-1,us-west-2,2025-01-04 01:56:41.620746,2025-01-04 05:56:41.620746,-0.048268,0.094,0.95,[fallback] region_shift+time_shift: estimated 48.3 gCO2e reduction at $0.0940 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
5afae2aa,az-+toSrSeKruYjYTBF83SmOo9fWnnKXkLLBJIln9VEPQr/g8EimBFc1FNooZHSbHfg,time_shift,us-west-2,us-west-2,2025-01-06 16:34:13.808752,2025-01-06 20:34:13.808752,-1.7e-05,0.0,0.892,[fallback] time_shift: estimated 0.0 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
8beb41d4,az-usa3Wh8LdMIWsSILDzNoBMHqwE5MFOw3yu3+h2zwL10w3fo91O8V7yf2lh2HicbZ,time_shift,eu-west-1,eu-west-1,2025-01-03 23:13:19.351702,2025-01-04 03:13:19.351702,-0.000184,0.0,0.876,[fallback] time_shift: estimated 0.2 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
89ccf505,az-E/cenP+QZw1TxbSD84fCTvS5oG6il3DJ4zalJsuEgeGPKKpKQCOZ0vfxG4RZJw+F,time_shift,us-west-2,us-west-2,2025-01-05 17:33:44.635332,2025-01-05 21:33:44.635332,-2.9e-05,0.0,0.884,[fallback] time_shift: estimated 0.0 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
0911e616,az-cp66cm0teDruDdpnV5MRl5xmGcfeEUjwZD0PUX2MvtGEi3Kzh9mn3vl8ibMCO0I4,time_shift,eu-west-1,eu-west-1,2025-01-06 01:21:41.134522,2025-01-06 05:21:41.134522,-0.00243,0.0,0.72,[fallback] time_shift: estimated 2.4 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
56c647b9,az-FnQmDJXuIhz+hJkyL9gEltbW8v7AK+hpOEYlPuXIzJMIM28K7kwS7/NP+2oACtWn,time_shift,eu-west-1,eu-west-1,2025-01-07 04:26:03.695300,2025-01-07 08:26:03.695300,-0.000476,0.0,0.675,[fallback] time_shift: estimated 0.5 gCO2e reduction at $0.0000 cost delta.,verified,low,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
