execution_id,recommendation_id,job_id,action_taken,old_region,new_region,execution_status,mock_ticket_id,mock_pr_url,executed_at,pricing_source
b23d3b47,a7dc770c,az-wUbbPYABsY2UyaGey8BYdCliDun/FP0tGP5eWRRgrrgVTfZdq5g4OkzQS+bA1MTJ,time_shift,eu-west-1,eu-west-1,success,SUST-A7DC77,https://github.com/example/repo/pull/a7dc,2026-04-30 11:56:51.062863,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
a98c0758,facae71b,az-3XFpwJQvGXXFGRP12ftkdFBR9K3LuZ/klB2zxnrtsQ7uTjDTDs1s8mSlZp8muXb9,region_shift,ap-south-1,us-west-2,success,SUST-FACAE7,https://github.com/example/repo/pull/faca,2026-04-30 11:56:51.062944,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
9f6aa357,8aba2010,az-c8Xnn1R4SePW9L6szWhdwXTmKKfU7DDo49TR8lEE87J3O5Ynk/YdP57U34SBS+GU,time_shift,eu-west-1,eu-west-1,success,SUST-8ABA20,https://github.com/example/repo/pull/8aba,2026-04-30 11:56:51.063027,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
4f4535eb,d588155c,az-BsDdOD8kf31obDEyI2puGv4Yt1tRXLLuuANWw2kajKDy7qVHfNvDQ0O2kKKG91hi,time_shift,eu-west-1,eu-west-1,success,SUST-D58815,https://github.com/example/repo/pull/d588,2026-04-30 11:56:51.063110,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
de838841,1a140612,az-hHjOSQe4vZ+fJ3xheCf3ibJZqTJ3nORiOU+KMEcuJJNWqTTO9dTqzzTTY51dB62R,time_shift,eu-west-1,eu-west-1,success,SUST-1A1406,https://github.com/example/repo/pull/1a14,2026-04-30 11:56:51.063198,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
52480ef5,577959e5,az-uGXa9PJ2VOgQ5AG3g7fyOHt+eiyMSa8E/DjypuftkvKWpFZSLklsomGGafR2gD/N,region_shift,us-east-1,us-west-2,success,SUST-577959,https://github.com/example/repo/pull/5779,2026-04-30 11:56:51.063332,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
821a0a08,5454c1ae,az-cEAUwxVKC7HFTddTQpHpThaFa5I6HpJW+hoFxPzgz36ckXtRCugct0G2qrKbjm1q,time_shift,us-west-2,us-west-2,success,SUST-5454C1,https://github.com/example/repo/pull/5454,2026-04-30 11:56:51.063432,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
caede7b0,14c4c1c8,az-30NxXE5fewkatQw9nJzh5l15syKbSUOrQgaEYuzkFe4269wE5d0ikUoUj8Ma5Yae,region_shift,us-east-1,us-west-2,success,SUST-14C4C1,https://github.com/example/repo/pull/14c4,2026-04-30 11:56:51.063517,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
ef05963a,a424363c,az-ew4o0n5yeeOELVBdjGXTCLNti+8igov8sJehoqYN2d7G8XzaZ6UVFHmy5d1Pqm0J,time_shift,eu-west-1,eu-west-1,success,SUST-A42436,https://github.com/example/repo/pull/a424,2026-04-30 11:56:51.063602,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
16f0f1a4,d8cc643a,az-7JMYyPjZ3dJQTGAXVKtLD3m4wfBWfhBSOgZYmxTULiqH1oXmkFh0mmJd3MM5bWIw,region_shift+time_shift,us-east-1,us-west-2,success,SUST-D8CC64,https://github.com/example/repo/pull/d8cc,2026-04-30 11:56:51.063687,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
7af7bdc0,df32ee3f,az-Xu0svUH0tAmdF2qKn1iCS0pyK//QYHE7qrw9DvRlEJvt0NG48jTwnxQWuS8mdAVh,region_shift+time_shift,us-east-1,us-west-2,success,SUST-DF32EE,https://github.com/example/repo/pull/df32,2026-04-30 11:56:51.063767,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
4df4e170,f1890ffa,az-JRVy7u9bAH2P1dt7mMIIecF7jdDvdSTIhX1bE5YjVc8Iw/hzeW9QWBPhnueUomNz,region_shift,eu-west-1,eu-north-1,success,SUST-F1890F,https://github.com/example/repo/pull/f189,2026-04-30 11:56:51.063863,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
2dab857a,180b7c7f,az-XLOVOdpaFBPuTj6AAPkHOF+6NKmm/Hf5ortcjwNJmHGf03VJjOBVS3Gnfn5aXhBx,time_shift,us-west-2,us-west-2,success,SUST-180B7C,https://github.com/example/repo/pull/180b,2026-04-30 11:56:51.063962,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
9323714a,cbf73730,az-0b8oI7amBZHQGpdVvaO4lmSsX8+lMay3CzNj4PTOZy64rlnXErVN9JU/w9O40Rgy,time_shift,us-west-2,us-west-2,success,SUST-CBF737,https://github.com/example/repo/pull/cbf7,2026-04-30 11:56:51.064064,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
3796c15e,4c34789f,az-OR3C+htkSJpI3rD9BhFtQ7PcXmfewAz1K7Jis9NVXhAbwyK2v8Zil5Skz3iIQ4NK,time_shift,eu-west-1,eu-west-1,success,SUST-4C3478,https://github.com/example/repo/pull/4c34,2026-04-30 11:56:51.064150,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
cba858f1,758c9b46,az-Fle8fF5UEp0+mdLCQMsW+8KD/1xZnk5ESv/hSiII2ORNdWf3xGrvyG6n9Z3VMtlO,time_shift,us-west-2,us-west-2,success,SUST-758C9B,https://github.com/example/repo/pull/758c,2026-04-30 11:56:51.064236,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
f612384b,7086ef42,az-3jAiS0lWfa0hEtsqrk3L9Lqwyc2wslIVzmNgKlzH2CK7ckpGrxQxbnwdwxuV9tb8,time_shift,us-west-2,us-west-2,success,SUST-7086EF,https://github.com/example/repo/pull/7086,2026-04-30 11:56:51.064322,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
b5a79e45,1d70f2ce,az-U3PD5eIhp1rVFbEdC231YJ6d91rgA3NW0QHLO5eIxcOUO5+0Zl6Bxoj+pTKADeTY,region_shift+time_shift,us-east-1,us-west-2,success,SUST-1D70F2,https://github.com/example/repo/pull/1d70,2026-04-30 11:56:51.064406,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
c2a3935c,81519e30,az-5y98scB2Cg5IH8rRgLCe+rYRd3V+dq0RBZPeQAWLIaBPmYpf/GbYymLA9v/vnytX,region_shift,us-east-1,us-west-2,success,SUST-81519E,https://github.com/example/repo/pull/8151,2026-04-30 11:56:51.064487,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
c1ccebf7,3d28e363,az-T5Zi+tEM1y06amq9AlnArQapSDA8JUHaRf++C5ts0ONX+6HZ3cI0yQ11V/WUlpct,region_shift+time_shift,us-east-1,us-west-2,success,SUST-3D28E3,https://github.com/example/repo/pull/3d28,2026-04-30 11:56:51.064582,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
31d38687,1d49583e,az-bpFOjFqWfM6Y5bG9ksgA2ewSCarRVwf6vjyOLPhdAbBrlCM92jGrIj8fBS1lKU7u,time_shift,eu-west-1,eu-west-1,success,SUST-1D4958,https://github.com/example/repo/pull/1d49,2026-04-30 11:56:51.064668,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
49c50a03,a5714001,az-NEPC7jCt6Y5jKra2EQmP0eQfepoboNrFW0s39cU/NCU2muSN2gzaEYtmoPNx6wBv,region_shift+time_shift,us-east-1,us-west-2,success,SUST-A57140,https://github.com/example/repo/pull/a571,2026-04-30 11:56:51.064751,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
03653b60,333f37c8,az-gTc+W+RSKeQ85NiQvFA0j/OpqG1KhUeq1fnw3KWFyPPXNyEIltjJf9to5nR9IW2g,time_shift,eu-west-1,eu-west-1,success,SUST-333F37,https://github.com/example/repo/pull/333f,2026-04-30 11:56:51.064836,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
809117b7,28ca53c0,az-ZIUySMsmni45qXZI6793P3/MeErXeSnirwiXfevkt6vct7UI+EDiHflg/Y9CIE+n,time_shift,us-east-1,us-east-1,success,SUST-28CA53,https://github.com/example/repo/pull/28ca,2026-04-30 11:56:51.064918,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
6fbc1531,57edb828,az-VZgEyow8/bZltW43TwrgEbJ2K/KCk/Dav/v2QxsKRSdnYav3WV7vo7aenyZhosEP,time_shift,eu-west-1,eu-west-1,success,SUST-57EDB8,https://github.com/example/repo/pull/57ed,2026-04-30 11:56:51.065011,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
063fe33d,de650aca,az-oC7gtJgPpYSKqWwUuD5flRZAjZhXpnt6Je6YOg9tuEgg91H7SId0SUIFw7L/NBD7,region_shift,us-east-1,us-west-2,success,SUST-DE650A,https://github.com/example/repo/pull/de65,2026-04-30 11:56:51.065091,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
44c18221,499545bb,az-QAXccT9vVbIhgia4rvBnuPGFH7ZOJV9WHvE1YGY5G/bsAtxZoxS6x92vyCFu1wAy,time_shift,eu-west-1,eu-west-1,success,SUST-499545,https://github.com/example/repo/pull/4995,2026-04-30 11:56:51.065176,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
6d546760,485b6d97,az-wbQ/uLzVE78gofylGUbfZpC6BuS04My6V9iLaq5kIjWmiH35xXYlJRGpv+chZEDq,region_shift,us-east-1,us-west-2,success,SUST-485B6D,https://github.com/example/repo/pull/485b,2026-04-30 11:56:51.065257,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
4d4ea648,1f3e9956,az-IiA8J2D12TKM4UuG+09VoLebSxQO/z6yW2aM3jKD3pt4tvEX9+9HieArFVvv6Vnr,time_shift,eu-west-1,eu-west-1,success,SUST-1F3E99,https://github.com/example/repo/pull/1f3e,2026-04-30 11:56:51.065340,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
be6f580d,1edde273,az-TH9HW1b79aNVm7H4qY9QnEnlRaBb+1VSELd0a8Lr6y7V3cJ2JduxVWCbx2XlPur7,time_shift,us-west-2,us-west-2,success,SUST-1EDDE2,https://github.com/example/repo/pull/1edd,2026-04-30 11:56:51.065423,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
c67f0e98,44a6089b,az-eFbmvDlHv1wL+UtgKIvCr2QvRM/D+Q4XK0OoCBqsUHXSxifUplcj7AKjjP5j9/L4,time_shift,us-west-2,us-west-2,success,SUST-44A608,https://github.com/example/repo/pull/44a6,2026-04-30 11:56:51.065509,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
e495e4fa,d1ed3a0a,az-DsfeF1OnM9Nyl1kihMJ/MoREfCFEayB9242LJh+Qmjv4EKLnprDhTnCSjHEIgo/C,region_shift+time_shift,us-east-1,us-west-2,success,SUST-D1ED3A,https://github.com/example/repo/pull/d1ed,2026-04-30 11:56:51.065596,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
b6eb7d73,ba3ed6fc,az-LZIdQUZwwF7MzdTU1ehXLZjVMXkSvE6CxqErc+teUBr0rWSYn3qJ0hE0qkfXXvWa,time_shift,us-west-2,us-west-2,success,SUST-BA3ED6,https://github.com/example/repo/pull/ba3e,2026-04-30 11:56:51.065683,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
b135d955,4042d138,az-9mjtXQnJDoNKyjEeJfgZHdcFkWFno45HHnsRW1e+wflrudp4v4yRkI3vjOVYBMes,time_shift,eu-west-1,eu-west-1,success,SUST-4042D1,https://github.com/example/repo/pull/4042,2026-04-30 11:56:51.065768,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
14ba5be8,baeee9a5,az-XmjRW1djRbf8vDH7eWr6ddqkfVrCY8+oMYJPjOkBMEKWH0sPxkADHpwGC6ZuNw9G,region_shift,ap-south-1,us-west-2,success,SUST-BAEEE9,https://github.com/example/repo/pull/baee,2026-04-30 11:56:51.065847,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
31305c51,5d3da3e8,az-7QGIeSEF87YsJDcolMNF/t8mWIfsTEWJpeX99FDwfpHIhkyPJfX8yq+u28qZnuXD,time_shift,eu-west-1,eu-west-1,success,SUST-5D3DA3,https://github.com/example/repo/pull/5d3d,2026-04-30 11:56:51.065929,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
cb19ae04,e9c26f30,az-WP8m9SHs3Pk0LCfE8CNHP1CtKvyMPXUVu+YfNZvAmeETCIgXKDtGK+WISYiP6z3h,region_shift+time_shift,us-east-1,us-west-2,success,SUST-E9C26F,https://github.com/example/repo/pull/e9c2,2026-04-30 11:56:51.066012,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
f84da3d5,4903179a,az-EGF5vyAV3zdUGLgMbnUr6LFP7/X/hJ3AJZt8c1EQBTAkw3gxe6sMvjRtd6d47tJ1,time_shift,us-west-2,us-west-2,success,SUST-490317,https://github.com/example/repo/pull/4903,2026-04-30 11:56:51.066095,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
89b0816c,c3c127c4,az-eFORjRq2cZ9RsS2/HjLpO/7DTLyMXqstVSqMTX9aPLeQhb6J26Jm27jbu3WtVKzn,time_shift,eu-west-1,eu-west-1,success,SUST-C3C127,https://github.com/example/repo/pull/c3c1,2026-04-30 11:56:51.066177,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
bdc92d11,863161ef,az-Kl9MMGMCvyaiFxnzzaMmn1KIEk9WVkkS0fDj0+tlBBMyx42XDpc6s+S7rJSEhDel,time_shift,us-west-2,us-west-2,success,SUST-863161,https://github.com/example/repo/pull/8631,2026-04-30 11:56:51.066259,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
09c878b6,12808c46,az-q1uGwMeYCm+ZNcxGZciucnbQu0cRz0WkEF5QirAjn7fwc5aLpbW4yPIzFuEuFlOM,time_shift,eu-west-1,eu-west-1,success,SUST-12808C,https://github.com/example/repo/pull/1280,2026-04-30 11:56:51.066342,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
9446600b,3de39f8e,az-Xg5yzpEluU7uvqui6QxgnZSoL5zzt8ahBWez/40Z81fDZYCIxhSJCJpzFWN3x/dS,time_shift,eu-west-1,eu-west-1,success,SUST-3DE39F,https://github.com/example/repo/pull/3de3,2026-04-30 11:56:51.066423,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
decad8ab,f323690f,az-bCzAGv3XfMjpshQHT9PK9TV88eBNc1skBjivPMQ7usXgpcpPhm8q/OIroQSitb01,region_shift+time_shift,us-east-1,us-west-2,success,SUST-F32369,https://github.com/example/repo/pull/f323,2026-04-30 11:56:51.066509,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
2ce50b90,c69f5942,az-TGj9UBJd+obe4TRTsnJqFXtmYbGK6Y2emobRS8t04B/YdPVfRHIIwfK+G+GfCOH4,region_shift+time_shift,ap-south-1,us-west-2,success,SUST-C69F59,https://github.com/example/repo/pull/c69f,2026-04-30 11:56:51.066592,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
f257d79f,5afae2aa,az-+toSrSeKruYjYTBF83SmOo9fWnnKXkLLBJIln9VEPQr/g8EimBFc1FNooZHSbHfg,time_shift,us-west-2,us-west-2,success,SUST-5AFAE2,https://github.com/example/repo/pull/5afa,2026-04-30 11:56:51.066663,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
de10de99,8beb41d4,az-usa3Wh8LdMIWsSILDzNoBMHqwE5MFOw3yu3+h2zwL10w3fo91O8V7yf2lh2HicbZ,time_shift,eu-west-1,eu-west-1,success,SUST-8BEB41,https://github.com/example/repo/pull/8beb,2026-04-30 11:56:51.066733,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
ab079464,89ccf505,az-E/cenP+QZw1TxbSD84fCTvS5oG6il3DJ4zalJsuEgeGPKKpKQCOZ0vfxG4RZJw+F,time_shift,us-west-2,us-west-2,success,SUST-89CCF5,https://github.com/example/repo/pull/89cc,2026-04-30 11:56:51.066813,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
1dc6e151,0911e616,az-cp66cm0teDruDdpnV5MRl5xmGcfeEUjwZD0PUX2MvtGEi3Kzh9mn3vl8ibMCO0I4,time_shift,eu-west-1,eu-west-1,success,SUST-0911E6,https://github.com/example/repo/pull/0911,2026-04-30 11:56:51.066994,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
32e49151,56c647b9,az-FnQmDJXuIhz+hJkyL9gEltbW8v7AK+hpOEYlPuXIzJMIM28K7kwS7/NP+2oACtWn,time_shift,eu-west-1,eu-west-1,success,SUST-56C647,https://github.com/example/repo/pull/56c6,2026-04-30 11:56:51.067087,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
1fb42831,f8ae15ee,az-41GCpVulXUtyt0m+5oJPBgRcdGJlg5ZOBipZpGt+DVr4d55ZAZMIH3CZuuSt3H+g,region_shift+time_shift,us-east-1,us-west-2,success,SUST-F8AE15,https://github.com/example/repo/pull/f8ae,2026-04-30 11:56:51.067180,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
41a259ba,9e7453d0,az-eE+YKq6Oxj9+kMFFUY1GNFfGLXcZx7ey1tghwr7WelSuII4wzbA3ncZhVLAQkDoK,time_shift,eu-west-1,eu-west-1,success,SUST-9E7453,https://github.com/example/repo/pull/9e74,2026-04-30 11:56:51.067269,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
270524d6,443ffa3b,az-koKcxm6Ju8s7Qx1CL2FtdJH1s9uXc8hdl4lSnvRzF/8PH1dcXrWq+tHQI1TD7XqC,time_shift,eu-west-1,eu-west-1,success,SUST-443FFA,https://github.com/example/repo/pull/443f,2026-04-30 11:56:51.067362,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
61e9216e,d6003451,az-EQ3x4aNnnQpBK7lCXMFtZ4syFaKoFMlnKZLnWP0kixrMtniYoRKhqMKBwF7AEG5j,time_shift,eu-west-1,eu-west-1,success,SUST-D60034,https://github.com/example/repo/pull/d600,2026-04-30 11:56:51.067455,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
a46bd9e0,83da6ff2,az-p8yeYO+X0u0GCa1igrii1Z2vDEQsYX7TG+5RMEZZaAzOyuVaFDS7rY3IsMBPvuHw,time_shift,us-west-2,us-west-2,success,SUST-83DA6F,https://github.com/example/repo/pull/83da,2026-04-30 11:56:51.067546,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
df73ea9b,1afb78a8,az-eoN9NV+5DWYWYuwNc99fQUbne9rb41EPEEjWfhwRmRpN/ZhKAVApDlnfXyWOatxC,time_shift,eu-west-1,eu-west-1,success,SUST-1AFB78,https://github.com/example/repo/pull/1afb,2026-04-30 11:56:51.067656,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
3968a8f2,32ea51ec,az-LLt4BQVfcmc025qKSPbprSR7UvvFIfaBV6A2jeN5LFDxJcRZ/+RhK/TW/wE81IdL,time_shift,eu-west-1,eu-west-1,success,SUST-32EA51,https://github.com/example/repo/pull/32ea,2026-04-30 11:56:51.067755,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
6de7fc6f,043d0860,az-OkEDRNfyrVJsMEDOTxHsRj2En11aIh1PS40HXeV+C5utv/vjwfznqKnquj67PgOO,time_shift,eu-west-1,eu-west-1,success,SUST-043D08,https://github.com/example/repo/pull/043d,2026-04-30 11:56:51.068537,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
f70240ea,33c52692,az-BV+HXSixAaOnJC/7+CZo5giPTBRxT26qiGZhv9JDDR9inlnGWOlSDf2AUGMB5wtV,region_shift+time_shift,eu-west-1,eu-north-1,success,SUST-33C526,https://github.com/example/repo/pull/33c5,2026-04-30 11:56:51.068674,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
3a1c6fdc,c9ad6ea7,az-bBqYzkX6FcAnTluS9TqFdVHycnAwm+3SvaZvWWMNstEDYjsBm94sDG7gifrnP+8+,time_shift,us-west-2,us-west-2,success,SUST-C9AD6E,https://github.com/example/repo/pull/c9ad,2026-04-30 11:56:51.068770,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
4c56a164,143fb468,az-P/R9NZxjPHGPM5bchty1/XzcQmz4Xfr16sAdXnWQ1p5BYPB1i+GTXVCt12p/i+Af,time_shift,eu-west-1,eu-west-1,success,SUST-143FB4,https://github.com/example/repo/pull/143f,2026-04-30 11:56:51.068870,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
4e98772e,0c26ea6e,az-PAvGJS3Syde9rRWGB1dCCWAkqcTrb8Dmhc8d3bNxb9QT0V1i5y/vFaez8yHjiC0g,time_shift,us-east-1,us-east-1,success,SUST-0C26EA,https://github.com/example/repo/pull/0c26,2026-04-30 11:56:51.068964,"AWS On-Demand Pricing snapshot 2025-01-15 (m5.large / g4dn.xlarge Linux, public pricing pages)"
